,ARR_Airline,AC_TYPE,STA_Weekday,STA_time_of_the_day,STA_Month,Registration,Arr_Stand
7629,WZZ,320,0,600,3,HALWO,A9
7630,HV,73H,0,605,3,PHHZO,A3
7631,DY,73H,0,605,3,LNNGC,C4
7632,QR,321,0,640,3,A7AID,A1
7633,JU,AT7,0,645,3,YUALV,C10
7634,JU,319,0,650,3,YUAPC,C5
7635,AZ,319,0,650,3,EIIMN,A4
7636,SANMAR,BE36,0,660,3,T7BEN,A14-1
7637,JU,733,0,660,3,YUANK,A6
7638,JU,AT7,0,665,3,YUALP,C7
7639,JU,AT7,0,665,3,YUALO,C8
7640,JU,319,0,670,3,YUAPF,A7
7641,KK,321,0,675,3,TCATE,A5
7642,JU,AT7,0,685,3,YUALU,C9
7643,WZZ,320,0,690,3,HALWG,A8
7644,JU,319,0,695,3,YUAPI,C1
7645,PC,3N0,0,695,3,TCNBD,A2
7646,PINK,56X,0,705,3,YUSPB,A13-1
7647,SU,32A,0,715,3,VPBIW,C3
7648,ET,77X,0,720,3,ETARI,N1A
7649,JU,319,0,735,3,YUAPJ,A1
7650,JU,AT7,0,745,3,YUALT,B3
7651,JU,319,0,750,3,YUAPA,C4
7652,LH,319,0,755,3,DAILT,A3
7653,EZY,319,0,755,3,OELQF,A1
7654,LH,320,0,760,3,DAIQF,A4
7655,WZ,320,0,780,3,VPBWZ,C2
7656,LO,E75,0,810,3,SPLIO,A5
7657,A3,320,0,820,3,SXDVK,C5
7658,VJT,CL30,0,835,3,9HVCK,A11-2
7659,LX,CS3,0,840,3,HBJCF,A2
7660,LH,E95,0,855,3,DAEBC,B4
7661,WZZ,320,0,895,3,HALWO,A4
7662,YM,100,0,935,3,4OAOM,A5
7663,SLOVEN,56X,0,940,3,S5BDM,A14-2
7664,JU,AT7,0,960,3,YUALT,B3
7665,JU,AT7,0,965,3,YUALU,C8
7666,JU,AT7,0,970,3,YUALP,C10
7667,JU,AT7,0,975,3,YUALO,C7
7668,LO,E75,0,980,3,SPLIL,C6
7669,LH,CR9,0,980,3,DACKC,A3
7670,JU,AT7,0,1000,3,YUALV,C9
7671,JU,319,0,1005,3,YUAPC,C5
7672,JU,319,0,1020,3,YUAPD,C3
7673,OS,DH4,0,1070,3,OELGA,A5
7674,SU,320,0,1075,3,VPBKY,A2
7675,YM,E95,0,1125,3,4OAOC,A3
7676,TK,321,0,1170,3,TCJRA,A1
7677,SU,32A,0,1320,3,VQBSG,A4
7678,JU,733,0,1320,3,YUANK,C5
7679,JU,319,0,1330,3,YUAPD,C2
7680,JU,319,0,1340,3,YUAPI,C4
7681,JU,319,0,1340,3,YUAPC,C1
7682,JU,AT7,0,1340,3,YUALV,C8
7683,JU,319,0,1350,3,YUAPF,C6
7684,WZZ,320,0,1370,3,HALWO,A5
7685,JU,319,0,1375,3,YUAPA,A3
7686,LH,32A,0,1415,3,DAIZW,A1
7687,WZZ,320,1,20,3,HALWG,A8
7688,RSB,ANF,1,30,3,EW275TI,B7
7689,EY,320,1,320,3,A6EIO,A2
7690,PINK,56X,1,405,3,YUSPB,A12-3
7691,HUNGAR,EXPL,1,415,3,R900,B5
7692,OS,DH4,1,440,3,OELGR,A5
7693,TK,73H,1,485,3,TCJZF,A1
7694,IJM,GL5T,1,485,3,OELPZ,B6
7695,EZS,320,1,485,3,HBJXI,A3
7696,YM,E95,1,495,3,4OAOC,C1
7697,MAE,501,1,510,3,OEFMK,A13-3
7698,RO,AT5,1,525,3,YRATC,C7
7699,JU,319,1,565,3,YUAPC,C3
7700,JU,AT7,1,610,3,YUALU,C8
7701,QR,321,1,640,3,A7ADS,A1
7702,JU,AT7,1,645,3,YUALO,C10
7703,JU,319,1,650,3,YUAPJ,C4
7704,HV,73W,1,660,3,PHXRA,A4
7705,JU,AT7,1,685,3,YUALT,C7
7706,TU,736,1,695,3,TSIOK,A5
7707,WZZ,320,1,710,3,HALWO,A3
7708,SU,32A,1,715,3,VPBTA,C1
7709,HUNGAR,EXPL,1,720,3,R900,B2
7710,JU,733,1,720,3,YUANK,C6
7711,FZ,7M8,1,735,3,A6FMD,C3
7712,JU,319,1,735,3,YUAPA,C2
7713,JU,319,1,750,3,YUAPD,C5
7714,LH,319,1,755,3,DAILU,A1
7715,LH,32A,1,770,3,DAIUA,A4
7716,WZ,320,1,780,3,VPBWZ,A2
7717,LO,E95,1,810,3,SPLNG,A5
7718,LX,320,1,840,3,HBIJE,A3
7719,OS,DH4,1,850,3,OELGH,C4
7720,SRBIJA,SILA750,1,870,3,YUDSW,A11-3
7721,JU,319,1,955,3,YUAPF,C1
7722,JU,AT7,1,960,3,YUALU,C8
7723,JU,AT7,1,970,3,YUALT,B4
7724,JU,319,1,975,3,YUAPJ,C4
7725,JU,AT7,1,975,3,YUALO,A6
7726,LH,319,1,980,3,DAIBC,A3
7727,JU,AT7,1,1005,3,YUALV,C7
7728,JU,319,1,1020,3,YUAPC,C2
7729,AZ,320,1,1070,3,EIDTM,A1
7730,OS,DH4,1,1070,3,OELGM,C5
7731,SU,320,1,1075,3,VPBID,C3
7732,WZZ,320,1,1085,3,HALWG,A4
7733,WZZ,320,1,1095,3,HALWO,A3
7734,YM,E95,1,1125,3,4OAOC,A2
7735,AME,F900,1,1130,3,AME-T18-3,C10
7736,HUNGAR,525,1,1140,3,HAKAR,A13-3
7737,RO,AT5,1,1145,3,YRATE,C8
7738,TK,73H,1,1170,3,TCJGV,C1
7739,TURKEY,56X,1,1230,3,TCTSY,A14-3
7740,JU,AT7,1,1305,3,YUALU,C9
7741,SU,320,1,1325,3,VPBET,A2
7742,JU,AT7,1,1330,3,YUALO,C7
7743,JU,AT7,1,1340,3,YUALV,C8
7744,JU,319,1,1360,3,YUAPF,C5
7745,JU,319,1,1375,3,YUAPD,C4
7746,JU,319,1,1380,3,YUAPA,C6
7747,WZZ,320,1,1395,3,HALWG,A8
7748,LH,319,1,1415,3,DAILR,A1
7749,SLOVEN,56X,1,1420,3,S5BDM,A14-2
7750,WZZ,320,3,1115,3,HALWO,A9
7751,TURKEY,H25B,3,1080,3,TCENK,A14-2
7752,DCS,56X,3,1080,3,DCFFF,A14-1
7753,JU,AT7,3,30,3,YUALU,C7
7754,JU,AT7,3,20,3,YUALT,C8
7755,JU,319,3,475,3,YUAPC,A4
7756,JU,319,3,400,3,YUAPI,A2
7757,JU,AT7,3,410,3,YUALP,C10
7758,JU,319,3,400,3,YUAPE,A1
7759,JU,AT7,3,425,3,YUALV,C6
7760,JU,AT7,3,25,3,YUALO,C9
7761,WZZ,320,3,1095,3,HALWG,A8
7762,JU,319,3,405,3,YUAPD,C5
7763,JU,319,3,420,3,YUAPA,A3
7764,LH,319,3,410,3,DAILC,A5
7765,EY,32A,3,735,3,A6EIX,C2
7766,JU,AT7,3,415,3,YUALT,C7
7767,JU,AT7,3,425,3,YUALO,C8
7768,JU,AT7,3,435,3,YUALU,C9
7769,OS,E95,3,480,3,OELWP,A2
7770,AMER,TBM8,3,510,3,N850LH,A12-3
7771,TK,320,3,540,3,TCJUF,A1
7772,YM,E95,3,535,3,4OAOB,A5
7773,YM,E95,3,535,3,4OAOA,A3
7774,RO,AT5,3,560,3,YRATB,C3
7775,QR,321,3,700,3,A7AIC,C4
7776,JU,AT7,3,830,3,YUALV,C7
7777,JU,319,3,740,3,YUAPA,C3
7778,JU,319,3,740,3,YUAPD,C6
7779,HV,73W,3,705,3,PHXRC,A5
7780,JU,AT7,3,830,3,YUALU,C9
7781,JU,AT7,3,800,3,YUALO,C8
7782,JU,AT7,3,815,3,YUALP,C10
7783,PC,73H,3,765,3,TCCPL,A3
7784,SU,32A,3,775,3,VPBNT,A1
7785,JU,319,3,815,3,YUAPE,C5
7786,FZ,73H,3,780,3,A6FEP,A4
7787,SRBIJA,56X,3,810,3,YUTBA,A13-1
7788,JU,319,3,1025,3,YUAPI,C1
7789,LH,319,3,795,3,DAILU,A2
7790,EZS,32A,3,790,3,HBJXL,C4
7791,LH,32A,3,815,3,DAIUJ,C2
7792,TYW,550,3,840,3,OEGPS,A12-3
7793,A3,320,3,865,3,SXDGR,A5
7794,LX,CS3,3,880,3,HBJCK,C3
7795,OS,32A,3,910,3,OELXE,A3
7796,B2,E70,3,910,3,EW340PO,A1
7797,QNR,525A,3,960,3,OKPBT,A12-2
7798,YM,E95,3,975,3,4OAOB,A4
7799,JU,319,3,1080,3,YUAPC,A3
7800,JU,AT7,3,1105,3,YUALU,C10
7801,JU,319,3,1020,3,YUAPE,C4
7802,JU,AT7,3,1115,3,YUALV,C9
7803,JU,AT7,3,1145,3,YUALO,C7
7804,JU,319,3,1060,3,YUAPA,C3
7805,JU,319,3,1065,3,YUAPF,A1
7806,LO,E75,3,1015,3,SPLIC,A2
7807,LH,CR9,3,1015,3,DACKJ,A5
7808,JU,319,3,1075,3,YUAPD,C2
7809,JU,319,3,1085,3,YUAPJ,C6
7810,AXG,750,4,665,3,DBEAR,A11-2
7811,IZ,E90,3,1120,3,4XEMA,A2
7812,OS,DH4,3,1100,3,OELGM,C4
7813,AZ,320,3,1120,3,EIEIB,A4
7814,SU,320,3,1125,3,VPBMF,C5
7815,YM,E95,3,1165,3,4OAOA,A5
7816,RO,AT5,3,1180,3,YRATC,A3
7817,TK,32B,3,1225,3,TCJSM,A1
7818,JU,AT7,4,450,3,YUALT,C10
7819,JU,AT7,4,435,3,YUALO,C8
7820,SU,32A,3,1415,3,VPBNT,C3
7821,JU,AT7,4,425,3,YUALV,C7
7822,JU,319,4,395,3,YUAPC,C6
7823,JU,319,4,400,3,YUAPJ,A1
7824,JU,319,4,405,3,YUAPF,C1
7825,JU,319,4,400,3,YUAPA,A3
7826,JU,319,4,25,3,YUAPI,C4
7827,WZZ,320,4,375,3,HALWO,A7
7828,JU,319,4,410,3,YUAPE,C5
7829,LH,319,4,410,3,DAILC,A5
7830,WZZ,320,4,390,3,HALWG,A8
7831,EY,32A,4,735,3,A6EIS,C2
7832,OS,DH4,4,480,3,OELGF,A4
7833,TK,73H,4,540,3,TCJHD,A1
7834,YM,100,4,535,3,4OAOM,A2
7835,YM,E95,4,535,3,4OAOC,A3
7836,EZS,319,4,545,3,HBJYC,C1
7837,REPSRP,525,4,660,3,E7SMS,A12-3
7838,RO,AT5,4,560,3,YRATB,C7
7839,JU,319,4,610,3,YUAPI,C4
7840,JU,AT7,4,595,3,YUALP,C8
7841,AMER,EA5,4,900,3,N990NA,A14-1
7842,WZZ,320,4,630,3,HALWO,A5
7843,HKY,C130,4,735,3,US-51002,N1A
7844,QR,320,4,700,3,A7AHI,A6
7845,JU,AT7,4,795,3,YUALV,C7
7846,JU,319,4,815,3,YUAPC,C1
7847,AUSTRI,182,4,720,3,OEKGO,A11-3
7848,JU,319,4,740,3,YUAPF,C4
7849,JU,AT7,4,800,3,YUALO,C8
7850,JU,AT7,4,830,3,YUALT,C9
7851,JU,319,4,1055,3,YUAPE,C6
7852,KK,319,4,735,3,TCATD,A3
7853,WZZ,320,4,735,3,HALPJ,A7
7854,JU,319,4,795,3,YUAPA,C5
7855,PC,73H,4,765,3,TCAZP,A5
7856,SU,32A,4,775,3,VPBIL,A2
7857,JU,319,4,795,3,YUAPJ,A1
7858,JU,AT7,4,805,3,YUALP,C10
7859,LH,319,4,795,3,DAIBE,A4
7860,EZY,319,4,790,3,GEZBX,C3
7861,LH,32A,4,815,3,DAIUI,A3
7862,WZ,320,4,840,3,VPBWZ,C4
7863,LO,E70,4,845,3,SPLDG,A5
7864,A3,319,4,865,3,SXDGF,C2
7865,TK,31Y,4,930,3,TCSGM,B6
7866,LX,320,4,895,3,HBIJN,A2
7867,OS,DH4,4,910,3,OELGR,A3
7868,WZZ,320,4,940,3,HALWO,A4
7869,SRBIJA,SILA750,4,975,3,YUDSW,A12-2
7870,JU,319,4,1065,3,YUAPC,A2
7871,JU,AT7,4,1100,3,YUALT,C10
7872,JU,AT7,4,1105,3,YUALO,C9
7873,JU,319,4,1025,3,YUAPJ,C2
7874,JU,AT7,4,1060,3,YUALP,C8
7875,LH,319,4,1020,3,DAILY,A1
7876,LO,E75,4,1015,3,SPLIO,A3
7877,HV,73H,4,1040,3,PHHSI,A5
7878,JU,319,4,1085,3,YUAPF,C5
7879,JU,AT7,4,1115,3,YUALV,A6
7880,WZZ,320,4,1060,3,HALPJ,A7
7881,JU,319,4,1095,3,YUAPA,C4
7882,OS,DH4,4,1100,3,OELGF,A4
7883,SU,320,4,1125,3,VQBCN,A1
7884,YM,E95,4,1155,3,4OAOA,A3
7885,TK,73H,4,1225,3,TCJGR,A2
7886,YM,E95,4,1215,3,4OAOC,A4
7887,RO,AT5,4,1305,3,YRATG,C1
7888,JU,AT7,5,450,3,YUALT,C9
7889,JU,AT7,5,435,3,YUALU,C8
7890,SU,320,4,1415,3,VPBIP,A3
7891,JU,319,4,1395,3,YUAPF,A2
7892,JU,AT7,5,415,3,YUALO,C6
7893,TURKEY,GLEX,6,840,3,TCTSR,C10
7894,JU,AT7,5,425,3,YUALV,C7
7895,JU,319,5,400,3,YUAPE,C4
7896,JU,319,4,1420,3,YUAPA,C1
7897,JU,AT7,5,410,3,YUALP,A6
7898,WZZ,320,5,375,3,HALPJ,A5
7899,JU,319,5,610,3,YUAPD,C5
7900,JU,319,4,1435,3,YUAPJ,C1
7901,LH,32A,5,410,3,DAINK,A1
7902,WZZ,320,5,755,3,HALWO,A8
7903,EY,32A,5,735,3,A6EIX,A2
7904,JU,319,5,410,3,YUAPJ,C3
7905,TK,73H,5,540,3,TCJHT,A3
7906,YM,100,5,535,3,4OAOM,A5
7907,TXC,74U,5,780,3,EW465TQ,N1A
7908,LX,320,5,565,3,HBIJQ,A1
7909,QB,320,5,600,3,EPFQR,B3
7910,JU,AT7,5,595,3,YUALO,C7
7911,B2,CR2,5,610,3,EW276PJ,A5
7912,YM,E95,5,615,3,4OAOC,A4
7913,QR,321,5,700,3,A7ADT,A3
7914,JU,AT7,5,800,3,YUALV,C9
7915,JU,319,5,700,3,YUAPF,A7
7916,JU,AT7,5,795,3,YUALU,B5
7917,JU,AT7,5,830,3,YUALT,C8
7918,JU,319,5,740,3,YUAPJ,C1
7919,JU,AT7,5,795,3,YUALP,C7
7920,JU,319,5,815,3,YUAPB,C2
7921,WZZ,320,5,755,3,HALPJ,A4
7922,SU,32A,5,775,3,VPBJW,C6
7923,JU,319,5,1075,3,YUAPE,C1
7924,FZ,73H,5,780,3,A6FES,A1
7925,JU,AT7,5,805,3,YUALO,B4
7926,LH,32A,5,805,3,DAIUJ,A3
7927,LH,CR9,5,795,3,DACKA,C5
7928,WZ,320,5,840,3,VPBWW,A5
7929,LO,E75,5,845,3,SPLIK,A2
7930,JU,319,5,1065,3,YUAPF,C6
7931,LX,CS1,5,885,3,HBJBB,A4
7932,OS,DH4,5,910,3,OELGA,C4
7933,AZQ,IL7,5,1080,3,4KAZ41,B7
7934,QB,320,5,960,3,EPFQR,B4
7935,YM,100,5,975,3,4OAOM,A2
7936,JU,319,6,405,3,YUAPB,C2
7937,JU,AT7,5,1115,3,YUALV,C7
7938,JU,319,5,1080,3,YUAPJ,C3
7939,LH,CR9,5,1015,3,DACKC,A5
7940,JU,AT7,6,415,3,YUALP,B5
7941,JU,319,6,410,3,YUAPD,C4
7942,SU,320,5,1125,3,VQBAY,A2
7943,WZZ,320,5,1115,3,HALWO,A4
7944,WZZ,320,5,1140,3,HALPJ,A3
7945,YM,E95,5,1165,3,4OAOC,A5
7946,PINK,550,5,1260,3,YUBZZ,A12-2
7947,TK,320,5,1225,3,TCJPJ,A1
7948,DY,738,5,1260,3,LNDYA,A2
7949,SU,32A,5,1415,3,VPBFG,A4
7950,JU,AT7,6,425,3,YUALV,B4
7951,JU,319,6,420,3,YUAPJ,C1
7952,JU,319,6,395,3,YUAPF,C3
7953,WZZ,320,6,390,3,HALWO,A3
7954,LH,32A,6,410,3,DAIUA,A5
7955,WZZ,320,6,735,3,HALPJ,A8
7956,SM,320,6,330,3,SUBPW,A7
7957,EY,32A,6,735,3,A6EIS,A2
7958,TK,73H,6,540,3,TCJHN,A1
7959,EZS,319,6,540,3,HBJYI,A4
7960,JU,AT7,6,595,3,YUALP,C7
7961,HV,73W,6,605,3,PHXRD,A5
7962,YM,E95,6,615,3,4OAOA,A3
7963,GREECE,BE9L,6,720,3,SXBKY,A13-3
7964,QR,320,6,700,3,A7AHH,A1
7965,JU,AT7,6,795,3,YUALV,C8
7966,JU,319,6,1065,3,YUAPE,C3
7967,JU,319,6,795,3,YUAPJ,A6
7968,JU,319,6,815,3,YUAPB,A3
7969,6H,320,6,720,3,4XABG,C1
7970,JU,319,6,795,3,YUAPF,A4
7971,JU,319,6,740,3,YUAPD,A5
7972,WZZ,320,6,755,3,HALWO,A9
7973,JU,319,6,1025,3,YUAPI,C4
7974,PC,3N0,6,765,3,TCNBZ,A7
7975,SU,320,6,775,3,VQBSJ,C2
7976,SRBIJA,P28T,6,870,3,YUDRR,A11-3
7977,AUSTRI,182,6,780,3,OEKGO,A13-3
7978,FZ,73H,6,780,3,A6FES,C6
7979,LH,319,6,795,3,DAIBF,C5
7980,EZY,319,6,790,3,OELKH,A1
7981,JU,AT7,6,805,3,YUALP,C7
7982,LH,3N0,6,815,3,DAINP,C1
7983,ISLE,FA7X,6,880,3,MSCMG,B5
7984,LX,320,6,895,3,HBIJP,A2
7985,OS,DH4,6,910,3,OELGJ,A5
7986,YM,E95,6,975,3,4OAOB,A4
7987,JU,AT7,6,1105,3,YUALT,C8
7988,JU,319,6,1055,3,YUAPB,C6
7989,JU,AT7,6,1060,3,YUALO,B4
7990,JU,319,6,1050,3,YUAPF,A2
7991,JU,AT7,6,1090,3,YUALP,B3
7992,JU,AT7,6,1115,3,YUALV,C7
7993,LH,319,6,1020,3,DAILT,C2
7994,JU,AT7,6,1020,3,YUALU,C9
7995,LO,E75,6,1015,3,SPLII,A5
7996,JU,319,6,1095,3,YUAPD,A3
7997,KK,320,6,1055,3,URAJC,C1
7998,JU,319,6,1070,3,YUAPC,A1
7999,WZZ,320,6,1060,3,HALPJ,A4
8000,IZ,E95,6,1120,3,4XEMC,C3
8001,OS,DH4,6,1100,3,OELGF,C2
8002,SU,320,6,1125,3,VQBAX,C4
8003,YM,100,6,1125,3,4OAOM,A2
8004,WZZ,320,6,1115,3,HALWO,A5
8005,LX,319,6,1200,3,HBIPT,C1
8006,TK,73J,6,1225,3,TCJYM,A4
8007,JU,AT7,6,1245,3,YUALU,C7
8008,FRV,56X,0,420,3,CNMMJ,B5
8009,SU,32A,6,1415,3,VPBLP,C6
8010,JU,AT7,0,435,3,YUALT,C10
8011,JU,319,6,1395,3,YUAPB,C3
8012,JU,AT7,0,20,3,YUALV,C9
8013,JU,AT7,0,30,3,YUALP,C8
8014,JU,319,0,400,3,YUAPD,A1
8015,JU,319,0,25,3,YUAPF,C4
8016,WZZ,320,0,375,3,HALPJ,A4
8017,WZZ,320,0,390,3,HALWO,A5
8018,JU,319,0,400,3,YUAPI,A2
8019,JU,319,0,410,3,YUAPC,A3
8020,JU,319,0,400,3,YUAPE,C1
8021,JU,AT7,0,415,3,YUALU,C7
8022,LH,319,0,410,3,DAILL,C5
8023,EY,32A,0,735,3,A6EIV,C2
8024,JU,AT7,0,425,3,YUALV,C9
8025,JU,AT7,0,410,3,YUALP,B4
8026,OS,E90,0,480,3,OELWO,A4
8027,TK,73H,0,540,3,TCJVA,C4
8028,YM,E95,0,535,3,4OAOA,A3
8029,YM,E95,0,535,3,4OAOB,A2
8030,GERMAN,525A,0,1020,3,DISJA,A13-3
8031,EZS,319,0,545,3,HBJYN,C1
8032,RO,AT5,0,560,3,YRATA,C8
8033,SRBIJA,P34,0,660,3,YUBZW,A13-2
8034,JU,AT7,0,595,3,YUALU,C9
8035,JU,319,0,610,3,YUAPF,C3
8036,B2,E75,0,610,3,EW512PO,A5
8037,MDF,SW4,0,750,3,SXBMT,A14-4
8038,WZZ,320,0,630,3,HALPJ,A3
8039,DY,73H,0,650,3,LNNGN,C1
8040,HV,73H,0,650,3,PHHSG,A4
8041,QR,321,0,700,3,A7ADT,C4
8042,JU,319,0,740,3,YUAPB,C3
8043,AZ,320,0,705,3,EIDTD,A2
8044,JU,AT7,0,795,3,YUALO,C8
8045,JU,AT7,0,830,3,YUALT,C9
8046,JU,319,0,795,3,YUAPJ,C1
8047,KK,321,0,735,3,TCATF,A5
8048,JU,AT7,0,800,3,YUALP,C10
8049,WZZ,320,0,940,3,HALPR,A7
8050,PC,73H,0,765,3,TCAIS,A3
8051,MDF,SW4,0,1005,3,SXBGU,A13-4
8052,GREECE,P31T,0,840,3,SXAVA,A13-1
8053,SU,320,0,775,3,VPBIP,A4
8054,JU,319,0,1075,3,YUAPC,C5
8055,JU,319,0,815,3,YUAPE,C6
8056,JU,AT7,0,815,3,YUALU,C7
8057,JU,319,0,1025,3,YUAPI,C4
8058,EZY,320,0,790,3,OEIZW,A2
8059,LH,319,0,795,3,DAILU,C3
8060,LH,32A,0,805,3,DAIUB,C2
8061,WZ,320,0,840,3,VPBWW,A5
8062,LO,E70,0,845,3,SPLDK,A3
8063,A3,320,0,865,3,SXDVN,A4
8064,LX,CS3,0,880,3,HBJCK,C1
8065,OS,DH4,0,910,3,OELGM,A2
8066,WZZ,320,0,1060,3,HALPJ,A5
8067,YM,E95,0,975,3,4OAOB,A3
8068,JU,AT7,0,1115,3,YUALU,C8
8069,JU,AT7,0,1105,3,YUALP,C7
8070,JU,319,0,1080,3,YUAPE,C3
8071,LO,E75,0,1015,3,SPLIN,A4
8072,LH,CR9,0,1015,3,DACKK,C6
8073,JU,AT7,0,1145,3,YUALO,C9
8074,JU,319,0,1075,3,YUAPB,A2
8075,JU,319,0,1085,3,YUAPF,C1
8076,JU,319,0,1085,3,YUAPJ,A1
8077,JCL,LJ31,0,1080,3,DCGGG,A12-3
8078,OS,DH4,0,1100,3,OELGG,C6
8079,SU,320,0,1125,3,VPBME,A3
8080,YM,E95,0,1165,3,4OAOC,A4
8081,TK,32B,0,1225,3,TCJSV,C4
8082,SU,32A,0,1415,3,VPBLP,A2
8083,EY,32A,3,320,3,A6EIX,C2
8084,JU,AT7,3,325,3,YUALT,C7
8085,JU,AT7,3,330,3,YUALO,C8
8086,JU,AT7,3,330,3,YUALU,C9
8087,OS,E95,3,440,3,OELWP,A2
8088,AMER,TBM8,3,460,3,N850LH,A12-3
8089,TK,320,3,485,3,TCJUF,A1
8090,YM,E95,3,495,3,4OAOB,A5
8091,YM,E95,3,495,3,4OAOA,A3
8092,RO,AT5,3,525,3,YRATB,C3
8093,QR,321,3,640,3,A7AIC,C4
8094,JU,AT7,3,645,3,YUALV,C7
8095,JU,319,3,655,3,YUAPA,C3
8096,JU,319,3,660,3,YUAPD,C6
8097,HV,73W,3,660,3,PHXRC,A5
8098,JU,AT7,3,665,3,YUALU,C9
8099,JU,AT7,3,680,3,YUALO,C8
8100,JU,AT7,3,685,3,YUALP,C10
8101,PC,73H,3,695,3,TCCPL,A3
8102,SU,32A,3,715,3,VPBNT,A1
8103,JU,319,3,735,3,YUAPE,C5
8104,FZ,73H,3,735,3,A6FEP,A4
8105,SRBIJA,56X,3,750,3,YUTBA,A13-1
8106,JU,319,3,750,3,YUAPI,C1
8107,LH,319,3,755,3,DAILU,A2
8108,EZS,32A,3,755,3,HBJXL,C4
8109,LH,32A,3,760,3,DAIUJ,C2
8110,TYW,550,3,780,3,OEGPS,A12-3
8111,A3,320,3,820,3,SXDGR,A5
8112,LX,CS3,3,840,3,HBJCK,C3
8113,OS,32A,3,850,3,OELXE,A3
8114,B2,E70,3,870,3,EW340PO,A1
8115,QNR,525A,3,900,3,OKPBT,A12-2
8116,YM,E95,3,935,3,4OAOB,A4
8117,JU,319,3,955,3,YUAPC,A3
8118,JU,AT7,3,960,3,YUALU,C10
8119,JU,319,3,960,3,YUAPE,C4
8120,JU,AT7,3,965,3,YUALV,C9
8121,JU,AT7,3,970,3,YUALO,C7
8122,JU,319,3,975,3,YUAPA,C3
8123,JU,319,3,975,3,YUAPF,A1
8124,LO,E75,3,980,3,SPLIC,A2
8125,LH,CR9,3,980,3,DACKJ,A5
8126,JU,319,3,1005,3,YUAPD,C2
8127,JU,319,3,1020,3,YUAPJ,C6
8128,AXG,750,3,1030,3,DBEAR,A11-2
8129,IZ,E90,3,1060,3,4XEMA,A2
8130,OS,DH4,3,1070,3,OELGM,C4
8131,AZ,320,3,1070,3,EIEIB,A4
8132,SU,320,3,1075,3,VPBMF,C5
8133,YM,E95,3,1125,3,4OAOA,A5
8134,RO,AT5,3,1145,3,YRATC,A3
8135,TK,32B,3,1170,3,TCJSM,A1
8136,JU,AT7,3,1305,3,YUALT,C10
8137,JU,AT7,3,1310,3,YUALO,C8
8138,SU,32A,3,1315,3,VPBNT,C3
8139,JU,AT7,3,1340,3,YUALV,C7
8140,JU,319,3,1340,3,YUAPC,C6
8141,JU,319,3,1350,3,YUAPJ,A1
8142,JU,319,3,1360,3,YUAPF,C1
8143,JU,319,3,1360,3,YUAPA,A3
8144,JU,319,3,1375,3,YUAPI,C4
8145,WZZ,320,3,1375,3,HALWO,A7
8146,JU,319,3,1380,3,YUAPE,C5
8147,LH,319,3,1415,3,DAILC,A5
8148,WZZ,320,4,35,3,HALWG,A8
8149,EY,32A,4,320,3,A6EIS,C2
8150,OS,DH4,4,440,3,OELGF,A4
8151,TK,73H,4,485,3,TCJHD,A1
8152,YM,100,4,495,3,4OAOM,A2
8153,YM,E95,4,495,3,4OAOC,A3
8154,EZS,319,4,510,3,HBJYC,C1
8155,REPSRP,525,4,520,3,E7SMS,A12-3
8156,RO,AT5,4,525,3,YRATB,C7
8157,JU,319,4,560,3,YUAPI,C4
8158,JU,AT7,4,565,3,YUALP,C8
8159,AMER,EA5,4,580,3,N990NA,A14-1
8160,WZZ,320,4,600,3,HALWO,A5
8161,HKY,C130,4,615,3,US-51002,N1A
8162,QR,320,4,640,3,A7AHI,A6
8163,JU,AT7,4,645,3,YUALV,C7
8164,JU,319,4,660,3,YUAPC,C1
8165,AUSTRI,182,4,660,3,OEKGO,A11-3
8166,JU,319,4,660,3,YUAPF,C4
8167,JU,AT7,4,665,3,YUALO,C8
8168,JU,AT7,4,665,3,YUALT,C9
8169,JU,319,4,670,3,YUAPE,C6
8170,KK,319,4,675,3,TCATD,A3
8171,WZZ,320,4,690,3,HALPJ,A7
8172,JU,319,4,695,3,YUAPA,C5
8173,PC,73H,4,695,3,TCAZP,A5
8174,SU,32A,4,715,3,VPBIL,A2
8175,JU,319,4,750,3,YUAPJ,A1
8176,JU,AT7,4,755,3,YUALP,C10
8177,LH,319,4,755,3,DAIBE,A4
8178,EZY,319,4,755,3,GEZBX,C3
8179,LH,32A,4,770,3,DAIUI,A3
8180,WZ,320,4,780,3,VPBWZ,C4
8181,LO,E70,4,810,3,SPLDG,A5
8182,A3,319,4,820,3,SXDGF,C2
8183,TK,31Y,4,840,3,TCSGM,B6
8184,LX,320,4,840,3,HBIJN,A2
8185,OS,DH4,4,850,3,OELGR,A3
8186,WZZ,320,4,895,3,HALWO,A4
8187,SRBIJA,SILA750,4,945,3,YUDSW,A12-2
8188,JU,319,4,960,3,YUAPC,A2
8189,JU,AT7,4,960,3,YUALT,C10
8190,JU,AT7,4,970,3,YUALO,C9
8191,JU,319,4,975,3,YUAPJ,C2
8192,JU,AT7,4,975,3,YUALP,C8
8193,LH,319,4,980,3,DAILY,A1
8194,LO,E75,4,980,3,SPLIO,A3
8195,HV,73H,4,995,3,PHHSI,A5
8196,JU,319,4,1005,3,YUAPF,C5
8197,JU,AT7,4,1005,3,YUALV,A6
8198,WZZ,320,4,1030,3,HALPJ,A7
8199,JU,319,4,1030,3,YUAPA,C4
8200,OS,DH4,4,1070,3,OELGF,A4
